
SetupTitle, ID_VG_CEC
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 1
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 10
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absID, absIG
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(ID), abs(IG)
TestParameter, Function.Analysis.Name, gm
TestParameter, Function.Analysis.Unit, S
TestParameter, Function.Analysis.Definition, diff(ID,VG)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -0.5
TestParameter, Output.Graph.XAxis.Right, 0.5
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absID, absIG
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-11, 1E-11
TestParameter, Output.Graph.YAxis.Top, 0.0001, 0.0001
TestParameter, Output.Graph.YAxis.Group, Group 1, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, false, false
TestParameter, Output.List.Data, VG, absID, gm, IG
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/22/2026 15:43:38
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, (2, -3) trial 1
MetaData, TestRecord.LinkKey, bae4c19c-6b77-4843-bba1-685b3819232a
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absID, absIG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, false, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-11, 1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001, 0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=VG, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=10 V, Step=125 mV, No. of Steps=81, Compliance=10 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=VD, Start=100 mV, Stop=3.9 V, Step=1.9 V, No. of Steps=3, Compliance=10 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU3:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0.1,2,3.9	0.1	1.9	3
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, absID, gm, IG
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, S, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID_VG_CEC
Dimension1, 162, 162, 162, 162, 162, 162
Dimension2, 3, 3, 3, 3, 3, 3
DataName, VG, IG, ID, absID, absIG, gm
DataValue, 0, -6.2768E-11, -8.9259E-11, 8.9259E-11, 6.2768E-11, 1.123344E-09
DataValue, 0.125, -4.4978000000000005E-11, 5.1159000000000005E-11, 5.1159000000000005E-11, 4.4978000000000005E-11, 3.46592E-10
DataValue, 0.25, 7.1868E-11, -2.611E-12, 2.611E-12, 7.1868E-11, -2.9296800000000006E-10
DataValue, 0.375, -5.2738000000000006E-11, -2.2083000000000003E-11, 2.2083000000000003E-11, 5.2738000000000006E-11, 5.2048E-10
DataValue, 0.5, 1.5506E-11, 1.27509E-10, 1.27509E-10, 1.5506E-11, 1.7733600000000002E-10
DataValue, 0.625, 2.1394000000000002E-11, 2.2251000000000003E-11, 2.2251000000000003E-11, 2.1394000000000002E-11, 4.5579200000000016E-10
DataValue, 0.75, -5.9432E-11, 2.4145700000000004E-10, 2.4145700000000004E-10, 5.9432E-11, 1.4972720000000002E-09
DataValue, 0.875, 6.8286000000000009E-11, 3.9656900000000005E-10, 3.9656900000000005E-10, 6.8286000000000009E-11, 1.3716320000000002E-09
DataValue, 1, -3.4932E-11, 5.8436500000000008E-10, 5.8436500000000008E-10, 3.4932E-11, 1.8453239999999998E-09
DataValue, 1.125, -3.0724E-11, 8.579E-10, 8.579E-10, 3.0724E-11, 3.798379999999999E-09
DataValue, 1.25, -6.768E-11, 1.53396E-09, 1.53396E-09, 6.768E-11, 5.71992E-09
DataValue, 1.375, 6.6356000000000008E-11, 2.28788E-09, 2.28788E-09, 6.6356000000000008E-11, 6.503360000000001E-09
DataValue, 1.5, -3.7868E-11, 3.1598E-09, 3.1598E-09, 3.7868E-11, 8.9852399999999978E-09
DataValue, 1.625, 1.0214000000000002E-11, 4.53419E-09, 4.53419E-09, 1.0214000000000002E-11, 1.04494E-08
DataValue, 1.75, 2.1338000000000003E-11, 5.77215E-09, 5.77215E-09, 2.1338000000000003E-11, 1.243628E-08
DataValue, 1.875, -5.3174000000000004E-11, 7.64326E-09, 7.64326E-09, 5.3174000000000004E-11, 1.6121560000000002E-08
DataValue, 2, 7.351E-11, 9.80254E-09, 9.80254E-09, 7.351E-11, 1.728336E-08
DataValue, 2.125, -5.5446000000000004E-11, 1.19641E-08, 1.19641E-08, 5.5446000000000004E-11, 2.1373839999999992E-08
DataValue, 2.25, -6.2406E-11, 1.5146E-08, 1.5146E-08, 6.2406E-11, 2.5294799999999992E-08
DataValue, 2.375, -6.242E-12, 1.8287799999999997E-08, 1.8287799999999997E-08, 6.242E-12, 2.7281999999999992E-08
DataValue, 2.5, 7.005E-11, 2.1966499999999997E-08, 2.1966499999999997E-08, 7.005E-11, 3.3253600000000006E-08
DataValue, 2.625, -2.5746000000000003E-11, 2.66012E-08, 2.66012E-08, 2.5746000000000003E-11, 3.8098800000000005E-08
DataValue, 2.75, -3.8176E-11, 3.14912E-08, 3.14912E-08, 3.8176E-11, 4.010479999999999E-08
DataValue, 2.875, 6.4024000000000011E-11, 3.6627399999999996E-08, 3.6627399999999996E-08, 6.4024000000000011E-11, 4.4155599999999993E-08
DataValue, 3, 7.8740000000000014E-12, 4.2530099999999996E-08, 4.2530099999999996E-08, 7.8740000000000014E-12, 4.95732E-08
DataValue, 3.125, -6.5360000000000007E-11, 4.9020699999999996E-08, 4.9020699999999996E-08, 6.5360000000000007E-11, 5.2891999999999995E-08
DataValue, 3.25, 3.2132E-11, 5.5753099999999995E-08, 5.5753099999999995E-08, 3.2132E-11, 5.6281199999999984E-08
DataValue, 3.375, 3.3226E-11, 6.3090999999999992E-08, 6.3090999999999992E-08, 3.3226E-11, 6.1611599999999988E-08
DataValue, 3.5, -6.5756E-11, 7.1155999999999992E-08, 7.1155999999999992E-08, 6.5756E-11, 6.4393200000000024E-08
DataValue, 3.625, 9.1800000000000013E-13, 7.91893E-08, 7.91893E-08, 9.1800000000000013E-13, 6.7288399999999982E-08
DataValue, 3.75, 6.5152000000000007E-11, 8.7978099999999988E-08, 8.7978099999999988E-08, 6.5152000000000007E-11, 7.3143599999999962E-08
DataValue, 3.875, -3.2978E-11, 9.7475199999999989E-08, 9.7475199999999989E-08, 3.2978E-11, 7.4749599999999983E-08
DataValue, 4, -2.9158E-11, 1.0666549999999998E-07, 1.0666549999999998E-07, 2.9158E-11, 7.6379200000000062E-08
DataValue, 4.125, 6.9692000000000011E-11, 1.1657E-07, 1.1657E-07, 6.9692000000000011E-11, 8.1818000000000025E-08
DataValue, 4.25, -1.4916E-11, 1.2712E-07, 1.2712E-07, 1.4916E-11, 8.4119999999999935E-08
DataValue, 4.375, -6.229E-11, 1.376E-07, 1.376E-07, 6.229E-11, 8.8879999999999986E-08
DataValue, 4.5, 2.4900000000000003E-11, 1.4933999999999999E-07, 1.4933999999999999E-07, 2.4900000000000003E-11, 9.076E-08
DataValue, 4.625, 5.6200000000000004E-11, 1.6029E-07, 1.6029E-07, 5.6200000000000004E-11, 8.9800000000000076E-08
DataValue, 4.75, -3.4098E-11, 1.7179E-07, 1.7179E-07, 3.4098E-11, 9.3720000000000074E-08
DataValue, 4.875, -4.0772E-11, 1.8372E-07, 1.8372E-07, 4.0772E-11, 9.5599999999999983E-08
DataValue, 5, 4.9582E-11, 1.9569E-07, 1.9569E-07, 4.9582E-11, 9.7079999999999967E-08
DataValue, 5.125, 3.4758E-11, 2.0799E-07, 2.0799E-07, 3.4758E-11, 9.7839999999999981E-08
DataValue, 5.25, -5.4678E-11, 2.2015E-07, 2.2015E-07, 5.4678E-11, 1.0107999999999995E-07
DataValue, 5.375, -1.9014000000000003E-11, 2.3325999999999999E-07, 2.3325999999999999E-07, 1.9014000000000003E-11, 1.002800000000001E-07
DataValue, 5.5, 6.636E-11, 2.4522E-07, 2.4522E-07, 6.636E-11, 9.8800000000000117E-08
DataValue, 5.625, 1.139E-11, 2.5796E-07, 2.5796E-07, 1.139E-11, 1.0671999999999989E-07
DataValue, 5.75, -6.9656E-11, 2.719E-07, 2.719E-07, 6.9656E-11, 1.0939999999999996E-07
DataValue, 5.875, 3.4120000000000004E-12, 2.8531E-07, 2.8531E-07, 3.4120000000000004E-12, 1.0511999999999998E-07
DataValue, 6, 7.301400000000001E-11, 2.9818E-07, 2.9818E-07, 7.301400000000001E-11, 1.0595999999999987E-07
DataValue, 6.125, -6.4200000000000005E-12, 3.1179999999999997E-07, 3.1179999999999997E-07, 6.4200000000000005E-12, 1.0856000000000007E-07
DataValue, 6.25, -6.7544E-11, 3.2532E-07, 3.2532E-07, 6.7544E-11, 1.1184000000000019E-07
DataValue, 6.375, 1.8692E-11, 3.3976E-07, 3.3976E-07, 1.8692E-11, 1.1340000000000005E-07
DataValue, 6.5, 6.3936E-11, 3.5367E-07, 3.5367E-07, 6.3936E-11, 1.0827999999999996E-07
DataValue, 6.625, -2.7326000000000002E-11, 3.6683E-07, 3.6683E-07, 2.7326000000000002E-11, 1.0903999999999998E-07
DataValue, 6.75, -4.8856000000000004E-11, 3.8093E-07, 3.8093E-07, 4.8856000000000004E-11, 1.1448E-07
DataValue, 6.875, 4.2450000000000006E-11, 3.9545E-07, 3.9545E-07, 4.2450000000000006E-11, 1.1191999999999985E-07
DataValue, 7, 4.156E-11, 4.0891E-07, 4.0891E-07, 4.156E-11, 1.1112E-07
DataValue, 7.125, -5.0454000000000006E-11, 4.2323E-07, 4.2323E-07, 5.0454000000000006E-11, 1.2552000000000003E-07
DataValue, 7.25, -2.5316E-11, 4.4029E-07, 4.4029E-07, 2.5316E-11, 1.197999999999999E-07
DataValue, 7.375, 6.246000000000001E-11, 4.5318E-07, 4.5318E-07, 6.246000000000001E-11, 1.1012000000000014E-07
DataValue, 7.5, 1.7976E-11, 4.6782E-07, 4.6782E-07, 1.7976E-11, 1.1356000000000002E-07
DataValue, 7.625, -6.6672E-11, 4.8157E-07, 4.8157E-07, 6.6672E-11, 1.1087999999999995E-07
DataValue, 7.75, -1.6340000000000001E-12, 4.9554E-07, 4.9554E-07, 1.6340000000000001E-12, 1.1948000000000017E-07
DataValue, 7.875, 7.3544000000000007E-11, 5.1144E-07, 5.1144E-07, 7.3544000000000007E-11, 1.1975999999999985E-07
DataValue, 8, -2.608E-12, 5.2548E-07, 5.2548E-07, 2.608E-12, 1.1768000000000003E-07
DataValue, 8.125, -6.9804E-11, 5.4086E-07, 5.4086E-07, 6.9804E-11, 1.3344000000000012E-07
DataValue, 8.25, 1.8098E-11, 5.5884E-07, 5.5884E-07, 1.8098E-11, 1.2235999999999962E-07
