
SetupTitle, ID_VG_CEC
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 1
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 10
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absID, absIG
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(ID), abs(IG)
TestParameter, Function.Analysis.Name, gm
TestParameter, Function.Analysis.Unit, S
TestParameter, Function.Analysis.Definition, diff(ID,VG)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -0.5
TestParameter, Output.Graph.XAxis.Right, 0.5
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absID, absIG
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-11, 1E-11
TestParameter, Output.Graph.YAxis.Top, 0.0001, 0.0001
TestParameter, Output.Graph.YAxis.Group, Group 1, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, false, false
TestParameter, Output.List.Data, VG, absID, gm, IG
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/22/2026 15:32:10
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, (2, -1) trial 1
MetaData, TestRecord.LinkKey, e050438c-afca-487f-a0d2-fbcf9d6aa7e8
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absID, absIG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, false, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-11, 1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001, 0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=VG, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=10 V, Step=125 mV, No. of Steps=81, Compliance=10 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=VD, Start=100 mV, Stop=3.9 V, Step=1.9 V, No. of Steps=3, Compliance=10 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU3:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0.1,2,3.9	0.1	1.9	3
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, absID, gm, IG
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, S, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID_VG_CEC
Dimension1, 162, 162, 162, 162, 162, 162
Dimension2, 3, 3, 3, 3, 3, 3
DataName, VG, IG, ID, absID, absIG, gm
DataValue, 0, -3.801E-11, -6.8391E-11, 6.8391E-11, 3.801E-11, 7.008960000000001E-10
DataValue, 0.125, -6.6680000000000009E-11, 1.9221E-11, 1.9221E-11, 6.6680000000000009E-11, 3.6922400000000003E-10
DataValue, 0.25, 6.1488000000000008E-11, 2.3915000000000002E-11, 2.3915000000000002E-11, 6.1488000000000008E-11, -2.8526400000000004E-10
DataValue, 0.375, -2.8076000000000003E-11, -5.2095E-11, 5.2095E-11, 2.8076000000000003E-11, 4.6622400000000011E-10
DataValue, 0.5, -4.6320000000000005E-12, 1.4047100000000002E-10, 1.4047100000000002E-10, 4.6320000000000005E-12, 5.62336E-10
DataValue, 0.625, 4.4572000000000005E-11, 8.8489E-11, 8.8489E-11, 4.4572000000000005E-11, 6.8716E-10
DataValue, 0.75, -7.096800000000001E-11, 3.12261E-10, 3.12261E-10, 7.096800000000001E-11, 2.1580240000000004E-09
DataValue, 0.875, 5.5546E-11, 6.2799500000000006E-10, 6.2799500000000006E-10, 5.5546E-11, 2.394356E-09
DataValue, 1, -4.366E-11, 9.1085E-10, 9.1085E-10, 4.366E-11, 4.35102E-09
DataValue, 1.125, -5.6444E-11, 1.71575E-09, 1.71575E-09, 5.6444E-11, 6.5200399999999993E-09
DataValue, 1.25, 7.2722E-11, 2.54086E-09, 2.54086E-09, 7.2722E-11, 7.57956E-09
DataValue, 1.375, -5.4318E-11, 3.61064E-09, 3.61064E-09, 5.4318E-11, 1.04366E-08
DataValue, 1.5, 2.5274000000000002E-11, 5.15001E-09, 5.15001E-09, 2.5274000000000002E-11, 1.16136E-08
DataValue, 1.625, 2.014E-12, 6.51404E-09, 6.51404E-09, 2.014E-12, 1.3860840000000003E-08
DataValue, 1.75, -3.1960000000000005E-11, 8.61522E-09, 8.61522E-09, 3.1960000000000005E-11, 1.670508E-08
DataValue, 1.875, 6.302200000000001E-11, 1.069031E-08, 1.069031E-08, 6.302200000000001E-11, 1.7183119999999994E-08
DataValue, 2, -6.8412E-11, 1.2910999999999999E-08, 1.2910999999999999E-08, 6.8412E-11, 2.1308359999999997E-08
DataValue, 2.125, -3.9490000000000004E-11, 1.60174E-08, 1.60174E-08, 3.9490000000000004E-11, 2.5297599999999998E-08
DataValue, 2.25, -2.3900000000000003E-11, 1.9235399999999998E-08, 1.9235399999999998E-08, 2.3900000000000003E-11, 2.6413199999999997E-08
DataValue, 2.375, 7.0276E-11, 2.2620699999999998E-08, 2.2620699999999998E-08, 7.0276E-11, 3.07956E-08
DataValue, 2.5, -2.186E-12, 2.6934299999999998E-08, 2.6934299999999998E-08, 2.186E-12, 3.547839999999999E-08
DataValue, 2.625, -5.6930000000000004E-11, 3.1490299999999996E-08, 3.1490299999999996E-08, 5.6930000000000004E-11, 3.7446799999999994E-08
DataValue, 2.75, 4.3350000000000004E-11, 3.6295999999999996E-08, 3.6295999999999996E-08, 4.3350000000000004E-11, 4.0770800000000004E-08
DataValue, 2.875, 2.4702E-11, 4.1683E-08, 4.1683E-08, 2.4702E-11, 4.5908399999999985E-08
DataValue, 3, -6.892E-11, 4.7773099999999993E-08, 4.7773099999999993E-08, 6.892E-11, 4.9957599999999981E-08
DataValue, 3.125, 7.3920000000000008E-12, 5.4172399999999992E-08, 5.4172399999999992E-08, 7.3920000000000008E-12, 5.3404400000000015E-08
DataValue, 3.25, 5.8552E-11, 6.11242E-08, 6.11242E-08, 5.8552E-11, 5.7882800000000005E-08
DataValue, 3.375, -4.311E-11, 6.86431E-08, 6.86431E-08, 4.311E-11, 6.0817599999999961E-08
DataValue, 3.5, -1.8848E-11, 7.6328599999999986E-08, 7.6328599999999986E-08, 1.8848E-11, 6.2543600000000012E-08
DataValue, 3.625, 7.2418E-11, 8.4279E-08, 8.4279E-08, 7.2418E-11, 6.7641600000000023E-08
DataValue, 3.75, -7.926E-12, 9.3238999999999992E-08, 9.3238999999999992E-08, 7.926E-12, 7.2306399999999955E-08
DataValue, 3.875, -5.3914000000000006E-11, 1.0235559999999999E-07, 1.0235559999999999E-07, 5.3914000000000006E-11, 7.377E-08
DataValue, 4, 4.8012E-11, 1.1168149999999999E-07, 1.1168149999999999E-07, 4.8012E-11, 7.9297600000000058E-08
DataValue, 4.125, 2.1688E-11, 1.2218E-07, 1.2218E-07, 2.1688E-11, 8.3394000000000065E-08
DataValue, 4.25, 5.9484E-11, 1.3253E-07, 1.3253E-07, 5.9484E-11, 8.5000000000000033E-08
DataValue, 4.375, -3.0024000000000005E-11, 1.4343E-07, 1.4343E-07, 3.0024000000000005E-11, 8.843999999999991E-08
DataValue, 4.5, -4.5352E-11, 1.5464E-07, 1.5464E-07, 4.5352E-11, 8.9879999999999955E-08
DataValue, 4.625, 4.6244E-11, 1.659E-07, 1.659E-07, 4.6244E-11, 9.048E-08
DataValue, 4.75, 3.4354000000000005E-11, 1.7726E-07, 1.7726E-07, 3.4354000000000005E-11, 9.3480000000000014E-08
DataValue, 4.875, -5.3138000000000006E-11, 1.8927E-07, 1.8927E-07, 5.3138000000000006E-11, 9.72E-08
DataValue, 5, -1.548E-11, 2.0155999999999999E-07, 2.0155999999999999E-07, 1.548E-11, 9.7040000000000027E-08
DataValue, 5.125, 6.7214E-11, 2.1353E-07, 2.1353E-07, 6.7214E-11, 9.608E-08
DataValue, 5.25, 1.0600000000000001E-11, 2.2557999999999999E-07, 2.2557999999999999E-07, 1.0600000000000001E-11, 9.9840000000000026E-08
DataValue, 5.375, -6.7846000000000008E-11, 2.3849E-07, 2.3849E-07, 6.7846000000000008E-11, 1.0435999999999996E-07
DataValue, 5.5, 7.1000000000000008E-12, 2.5167E-07, 2.5167E-07, 7.1000000000000008E-12, 1.0364E-07
DataValue, 5.625, 7.1468000000000008E-11, 2.644E-07, 2.644E-07, 7.1468000000000008E-11, 1.0408000000000007E-07
DataValue, 5.75, -1.1210000000000001E-11, 2.7769E-07, 2.7769E-07, 1.1210000000000001E-11, 1.0715999999999996E-07
DataValue, 5.875, -6.098200000000001E-11, 2.9119E-07, 2.9119E-07, 6.098200000000001E-11, 1.0964000000000002E-07
DataValue, 6, 2.6474000000000002E-11, 3.051E-07, 3.051E-07, 2.6474000000000002E-11, 1.0847999999999998E-07
DataValue, 6.125, 5.6196E-11, 3.1831E-07, 3.1831E-07, 5.6196E-11, 1.0796000000000002E-07
DataValue, 6.25, -3.5054E-11, 3.3209E-07, 3.3209E-07, 3.5054E-11, 1.1172000000000005E-07
DataValue, 6.375, -3.8176E-11, 3.4624E-07, 3.4624E-07, 3.8176E-11, 1.1291999999999993E-07
DataValue, 6.5, 5.077E-11, 3.6032E-07, 3.6032E-07, 5.077E-11, 1.1323999999999987E-07
DataValue, 6.625, 3.2652E-11, 3.7455E-07, 3.7455E-07, 3.2652E-11, 1.1571999999999993E-07
DataValue, 6.75, -5.4264000000000004E-11, 3.8924999999999997E-07, 3.8924999999999997E-07, 5.4264000000000004E-11, 1.1732000000000005E-07
DataValue, 6.875, -1.6414E-11, 4.0388E-07, 4.0388E-07, 1.6414E-11, 1.1712000000000003E-07
DataValue, 7, 6.8132E-11, 4.1853E-07, 4.1853E-07, 6.8132E-11, 1.1927999999999994E-07
DataValue, 7.125, 9.6420000000000011E-12, 4.3369999999999997E-07, 4.3369999999999997E-07, 9.6420000000000011E-12, 1.2267999999999998E-07
DataValue, 7.25, -6.9348000000000007E-11, 4.4919999999999997E-07, 4.4919999999999997E-07, 6.9348000000000007E-11, 1.2284000000000017E-07
DataValue, 7.375, 9.262E-12, 4.6441E-07, 4.6441E-07, 9.262E-12, 1.2095999999999994E-07
DataValue, 7.5, 7.136E-11, 4.7944E-07, 4.7944E-07, 7.136E-11, 1.2379999999999998E-07
DataValue, 7.625, -1.3168E-11, 4.9536E-07, 4.9536E-07, 1.3168E-11, 1.2388000000000007E-07
DataValue, 7.75, -5.894200000000001E-11, 5.1041E-07, 5.1041E-07, 5.894200000000001E-11, 1.2359999999999997E-07
DataValue, 7.875, 3.0374E-11, 5.2626E-07, 5.2626E-07, 3.0374E-11, 1.2460000000000004E-07
DataValue, 8, 5.2750000000000005E-11, 5.4156E-07, 5.4156E-07, 5.2750000000000005E-11, 1.236399999999998E-07
DataValue, 8.125, -3.7648E-11, 5.5717E-07, 5.5717E-07, 3.7648E-11, 1.2736E-07
DataValue, 8.25, -3.602E-11, 5.734E-07, 5.734E-07, 3.602E-11, 1.2932000000000031E-07
