
SetupTitle, ID_VG_CEC
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 1
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 10
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absID, absIG
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(ID), abs(IG)
TestParameter, Function.Analysis.Name, gm
TestParameter, Function.Analysis.Unit, S
TestParameter, Function.Analysis.Definition, diff(ID,VG)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -0.5
TestParameter, Output.Graph.XAxis.Right, 0.5
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absID, absIG
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-11, 1E-11
TestParameter, Output.Graph.YAxis.Top, 0.0001, 0.0001
TestParameter, Output.Graph.YAxis.Group, Group 1, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, false, false
TestParameter, Output.List.Data, VG, absID, gm, IG
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/22/2026 15:50:54
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, (2, -4) trial 2
MetaData, TestRecord.LinkKey, 31c35c84-af8f-4ee1-846f-c5ca071ad3c0
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absID, absIG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, false, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-11, 1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001, 0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=VG, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=10 V, Step=125 mV, No. of Steps=81, Compliance=10 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=VD, Start=100 mV, Stop=3.9 V, Step=1.9 V, No. of Steps=3, Compliance=10 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU3:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0.1,2,3.9	0.1	1.9	3
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, absID, gm, IG
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, S, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID_VG_CEC
Dimension1, 162, 162, 162, 162, 162, 162
Dimension2, 3, 3, 3, 3, 3, 3
DataName, VG, IG, ID, absID, absIG, gm
DataValue, 0, -6.4728E-11, -5.8361E-11, 5.8361E-11, 6.4728E-11, 1.15992E-09
DataValue, 0.125, -6.2E-14, 8.6629000000000007E-11, 8.6629000000000007E-11, 6.2E-14, 1.6999999999999993E-11
DataValue, 0.25, 4.2064000000000003E-11, -5.4111E-11, 5.4111E-11, 4.2064000000000003E-11, -3.11104E-10
DataValue, 0.375, -6.9562000000000008E-11, 8.853E-12, 8.853E-12, 6.9562000000000008E-11, 3.4583200000000005E-10
DataValue, 0.5, 5.4298000000000005E-11, 3.2347000000000003E-11, 3.2347000000000003E-11, 5.4298000000000005E-11, -3.5744E-10
DataValue, 0.625, -1.4294000000000002E-11, -8.0507E-11, 8.0507E-11, 1.4294000000000002E-11, 1.7984800000000001E-10
DataValue, 0.75, -1.3386000000000001E-11, 7.7309000000000007E-11, 7.7309000000000007E-11, 1.3386000000000001E-11, 1.75544E-10
DataValue, 0.875, 5.8832000000000009E-11, -3.6621E-11, 3.6621E-11, 5.8832000000000009E-11, -3.07704E-10
DataValue, 1, -6.563600000000001E-11, 3.8300000000000003E-13, 3.8300000000000003E-13, 6.563600000000001E-11, 5.09136E-10
DataValue, 1.125, 4.064E-11, 9.0663000000000013E-11, 9.0663000000000013E-11, 4.064E-11, -2.1320000000000004E-11
DataValue, 1.25, 8.24E-13, -4.9470000000000006E-12, 4.9470000000000006E-12, 8.24E-13, 6.73016E-10
DataValue, 1.375, -3.0586000000000006E-11, 2.58917E-10, 2.58917E-10, 3.0586000000000006E-11, 1.3081600000000002E-09
DataValue, 1.5, 7.4332000000000008E-11, 3.2209300000000005E-10, 3.2209300000000005E-10, 7.4332000000000008E-11, 9.9506400000000032E-10
DataValue, 1.625, -5.1688000000000007E-11, 5.0768300000000008E-10, 5.0768300000000008E-10, 5.1688000000000007E-11, 1.9719359999999997E-09
DataValue, 1.75, 2.6866E-11, 8.15077E-10, 8.15077E-10, 2.6866E-11, 1.473424E-09
DataValue, 1.875, 1.8916000000000002E-11, 8.760390000000001E-10, 8.760390000000001E-10, 1.8916000000000002E-11, 1.5470119999999998E-09
DataValue, 2, -1.7722000000000002E-11, 1.20183E-09, 1.20183E-09, 1.7722000000000002E-11, 2.8656439999999997E-09
DataValue, 2.125, 4.9224E-11, 1.59245E-09, 1.59245E-09, 4.9224E-11, 2.7086799999999994E-09
DataValue, 2.25, -2.678E-12, 1.879E-09, 1.879E-09, 2.678E-12, 4.28056E-09
DataValue, 2.375, -7.672E-12, 2.66259E-09, 2.66259E-09, 7.672E-12, 5.80032E-09
DataValue, 2.5, 5.98E-11, 3.32908E-09, 3.32908E-09, 5.98E-11, 8.24256E-09
DataValue, 2.625, -6.210000000000001E-11, 4.72323E-09, 4.72323E-09, 6.210000000000001E-11, 1.395496E-08
DataValue, 2.75, 6.7654E-11, 6.81782E-09, 6.81782E-09, 6.7654E-11, 1.941364E-08
DataValue, 2.875, -1.6712E-11, 9.57664E-09, 9.57664E-09, 1.6712E-11, 2.6027919999999998E-08
DataValue, 3, 1.466E-11, 1.33248E-08, 1.33248E-08, 1.466E-11, 3.5081439999999996E-08
DataValue, 3.125, 6.3388000000000009E-11, 1.8347E-08, 1.8347E-08, 6.3388000000000009E-11, 4.6516399999999993E-08
DataValue, 3.25, -4.1518000000000005E-11, 2.4953899999999998E-08, 2.4953899999999998E-08, 4.1518000000000005E-11, 5.7055199999999988E-08
DataValue, 3.375, -1.1960000000000002E-12, 3.2610799999999996E-08, 3.2610799999999996E-08, 1.1960000000000002E-12, 6.82072E-08
DataValue, 3.5, 8.4094000000000012E-11, 4.2005699999999996E-08, 4.2005699999999996E-08, 8.4094000000000012E-11, 8.18552E-08
DataValue, 3.625, -5.622E-12, 5.3074599999999995E-08, 5.3074599999999995E-08, 5.622E-12, 9.3752399999999973E-08
DataValue, 3.75, -3.2706E-11, 6.5443799999999989E-08, 6.5443799999999989E-08, 3.2706E-11, 1.0651960000000001E-07
DataValue, 3.875, 7.2932E-11, 7.97045E-08, 7.97045E-08, 7.2932E-11, 1.207524E-07
DataValue, 4, 2.6254000000000002E-11, 9.5631899999999987E-08, 9.5631899999999987E-08, 2.6254000000000002E-11, 1.35262E-07
DataValue, 4.125, -5.4286000000000005E-11, 1.1352E-07, 1.1352E-07, 5.4286000000000005E-11, 1.5323240000000003E-07
DataValue, 4.25, 1.7606000000000002E-11, 1.3394E-07, 1.3394E-07, 1.7606000000000002E-11, 1.6579999999999996E-07
DataValue, 4.375, 8.8070000000000012E-11, 1.5497E-07, 1.5497E-07, 8.8070000000000012E-11, 1.7632000000000003E-07
DataValue, 4.5, 1.0464E-11, 1.7802E-07, 1.7802E-07, 1.0464E-11, 1.8744000000000004E-07
DataValue, 4.625, -5.1394000000000005E-11, 2.0183E-07, 2.0183E-07, 5.1394000000000005E-11, 2.0143999999999993E-07
DataValue, 4.75, 3.5826000000000005E-11, 2.2837999999999998E-07, 2.2837999999999998E-07, 3.5826000000000005E-11, 2.0880000000000002E-07
DataValue, 4.875, 8.2074E-11, 2.5403E-07, 2.5403E-07, 8.2074E-11, 2.0351999999999996E-07
DataValue, 5, -6.082E-12, 2.7926E-07, 2.7926E-07, 6.082E-12, 2.1760000000000004E-07
DataValue, 5.125, -3.3192E-11, 3.0843E-07, 3.0843E-07, 3.3192E-11, 2.0828000000000006E-07
DataValue, 5.25, 5.7032000000000007E-11, 3.3133E-07, 3.3133E-07, 5.7032000000000007E-11, 1.9908E-07
DataValue, 5.375, 6.9642000000000009E-11, 3.582E-07, 3.582E-07, 6.9642000000000009E-11, 2.1731999999999994E-07
DataValue, 5.5, -2.0246000000000002E-11, 3.8566E-07, 3.8566E-07, 2.0246000000000002E-11, 2.1303999999999995E-07
DataValue, 5.625, -1.2330000000000001E-11, 4.1146E-07, 4.1146E-07, 1.2330000000000001E-11, 2.1104000000000002E-07
DataValue, 5.75, 7.6936000000000012E-11, 4.3842E-07, 4.3842E-07, 7.6936000000000012E-11, 2.3288E-07
DataValue, 5.875, 5.0534E-11, 4.6968E-07, 4.6968E-07, 5.0534E-11, 2.3172000000000017E-07
DataValue, 6, -3.6018000000000004E-11, 4.9635E-07, 4.9635E-07, 3.6018000000000004E-11, 1.9039999999999991E-07
DataValue, 6.125, 1.1744000000000002E-11, 5.1728E-07, 5.1728E-07, 1.1744000000000002E-11, 1.8359999999999982E-07
DataValue, 6.25, 9.300400000000001E-11, 5.4225E-07, 5.4225E-07, 9.300400000000001E-11, 1.9751999999999993E-07
DataValue, 6.375, 2.9082000000000002E-11, 5.6666E-07, 5.6666E-07, 2.9082000000000002E-11, 2.268000000000001E-07
DataValue, 6.5, -4.3916000000000006E-11, 5.9895E-07, 5.9895E-07, 4.3916000000000006E-11, 2.1832000000000022E-07
DataValue, 6.625, 3.3654000000000003E-11, 6.2124E-07, 6.2124E-07, 3.3654000000000003E-11, 1.6911999999999992E-07
DataValue, 6.75, 9.721E-11, 6.4123E-07, 6.4123E-07, 9.721E-11, 1.8264E-07
DataValue, 6.875, 1.6006000000000003E-11, 6.669E-07, 6.669E-07, 1.6006000000000003E-11, 1.9315999999999986E-07
DataValue, 7, -3.6862E-11, 6.8951999999999994E-07, 6.8951999999999994E-07, 3.6862E-11, 1.9363999999999998E-07
DataValue, 7.125, 5.0622000000000006E-11, 7.1531E-07, 7.1531E-07, 5.0622000000000006E-11, 1.8792000000000006E-07
DataValue, 7.25, 8.869E-11, 7.365E-07, 7.365E-07, 8.869E-11, 1.8511999999999985E-07
DataValue, 7.375, 1.322E-12, 7.6159E-07, 7.6159E-07, 1.322E-12, 1.7820000000000026E-07
DataValue, 7.5, -1.7678000000000003E-11, 7.8105E-07, 7.8105E-07, 1.7678000000000003E-11, 1.7780000000000023E-07
DataValue, 7.625, 7.5004000000000008E-11, 8.0604E-07, 8.0604E-07, 7.5004000000000008E-11, 1.8291999999999968E-07
DataValue, 7.75, 6.9866E-11, 8.2677999999999994E-07, 8.2677999999999994E-07, 6.9866E-11, 1.8391999999999976E-07
DataValue, 7.875, -1.7908000000000002E-11, 8.5202E-07, 8.5202E-07, 1.7908000000000002E-11, 1.7252000000000017E-07
DataValue, 8, 8.756E-12, 8.6991E-07, 8.6991E-07, 8.756E-12, 1.7060000000000011E-07
DataValue, 8.125, 9.6544E-11, 8.9467E-07, 8.9467E-07, 9.6544E-11, 1.7824000000000009E-07
DataValue, 8.25, 5.0376E-11, 9.1447E-07, 9.1447E-07, 5.0376E-11, 1.6467999999999975E-07
