
SetupTitle, ID_VG_CEC
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 1
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 10
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absID, absIG
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(ID), abs(IG)
TestParameter, Function.Analysis.Name, gm
TestParameter, Function.Analysis.Unit, S
TestParameter, Function.Analysis.Definition, diff(ID,VG)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -0.5
TestParameter, Output.Graph.XAxis.Right, 0.5
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absID, absIG
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-11, 1E-11
TestParameter, Output.Graph.YAxis.Top, 0.0001, 0.0001
TestParameter, Output.Graph.YAxis.Group, Group 1, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, false, false
TestParameter, Output.List.Data, VG, absID, gm, IG
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/22/2026 15:36:18
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, (2, -2) trial 1
MetaData, TestRecord.LinkKey, fcd97f31-a2f7-496d-9765-6e7340a859f9
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absID, absIG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, false, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-11, 1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001, 0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=VG, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=10 V, Step=125 mV, No. of Steps=81, Compliance=10 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=VD, Start=100 mV, Stop=3.9 V, Step=1.9 V, No. of Steps=3, Compliance=10 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU3:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0.1,2,3.9	0.1	1.9	3
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, absID, gm, IG
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, S, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID_VG_CEC
Dimension1, 162, 162, 162, 162, 162, 162
Dimension2, 3, 3, 3, 3, 3, 3
DataName, VG, IG, ID, absID, absIG, gm
DataValue, 0, 3.8788000000000005E-11, 7.1399000000000011E-11, 7.1399000000000011E-11, 3.8788000000000005E-11, -1.189008E-09
DataValue, 0.125, 1.5414E-11, -7.7227E-11, 7.7227E-11, 1.5414E-11, -1.2653600000000003E-10
DataValue, 0.25, -5.3232000000000004E-11, 3.9765000000000004E-11, 3.9765000000000004E-11, 5.3232000000000004E-11, 3.74832E-10
DataValue, 0.375, 6.9096E-11, 1.6481E-11, 1.6481E-11, 6.9096E-11, -1.28872E-10
DataValue, 0.5, -4.2318000000000004E-11, 7.5470000000000009E-12, 7.5470000000000009E-12, 4.2318000000000004E-11, 8.0004800000000013E-10
DataValue, 0.625, 1.0932E-11, 2.1649300000000002E-10, 2.1649300000000002E-10, 1.0932E-11, 7.6875200000000008E-10
DataValue, 0.75, 2.48E-11, 1.99735E-10, 1.99735E-10, 2.48E-11, 1.3660480000000002E-09
DataValue, 0.875, -6.1016E-11, 5.5800500000000008E-10, 5.5800500000000008E-10, 6.1016E-11, 3.129448E-09
DataValue, 1, 6.4944E-11, 9.82097E-10, 9.82097E-10, 6.4944E-11, 3.3099399999999994E-09
DataValue, 1.125, -5.4288E-11, 1.38549E-09, 1.38549E-09, 5.4288E-11, 6.1777719999999993E-09
DataValue, 1.25, -3.8968000000000004E-11, 2.52654E-09, 2.52654E-09, 3.8968000000000004E-11, 9.6102E-09
DataValue, 1.375, 6.6984E-11, 3.78804E-09, 3.78804E-09, 6.6984E-11, 1.260468E-08
DataValue, 1.5, -6.2732E-11, 5.67771E-09, 5.67771E-09, 6.2732E-11, 1.72948E-08
DataValue, 1.625, 3.7240000000000005E-11, 8.11174E-09, 8.11174E-09, 3.7240000000000005E-11, 2.0145159999999997E-08
DataValue, 1.75, -7.39E-12, 1.0714E-08, 1.0714E-08, 7.39E-12, 2.4887839999999993E-08
DataValue, 1.875, -5.5822000000000005E-11, 1.4333699999999998E-08, 1.4333699999999998E-08, 5.5822000000000005E-11, 3.0987199999999996E-08
DataValue, 2, 4.2618000000000006E-11, 1.8460799999999998E-08, 1.8460799999999998E-08, 4.2618000000000006E-11, 3.71224E-08
DataValue, 2.125, 2.4176000000000002E-11, 2.36143E-08, 2.36143E-08, 2.4176000000000002E-11, 4.5454799999999995E-08
DataValue, 2.25, -6.892E-11, 2.98245E-08, 2.98245E-08, 6.892E-11, 5.1622399999999979E-08
DataValue, 2.375, 9.574000000000001E-12, 3.6519899999999993E-08, 3.6519899999999993E-08, 9.574000000000001E-12, 5.7340400000000004E-08
DataValue, 2.5, 5.5154000000000007E-11, 4.41596E-08, 4.41596E-08, 5.5154000000000007E-11, 6.76588E-08
DataValue, 2.625, -4.468E-11, 5.3434599999999993E-08, 5.3434599999999993E-08, 4.468E-11, 7.7291999999999975E-08
DataValue, 2.75, -1.6868E-11, 6.3482599999999992E-08, 6.3482599999999992E-08, 1.6868E-11, 8.40272E-08
DataValue, 2.875, 7.122E-11, 7.4441399999999993E-08, 7.4441399999999993E-08, 7.122E-11, 9.2869599999999989E-08
DataValue, 3, -7.55E-12, 8.6699999999999989E-08, 8.6699999999999989E-08, 7.55E-12, 1.0288999999999999E-07
DataValue, 3.125, -5.0858E-11, 1.0016389999999999E-07, 1.0016389999999999E-07, 5.0858E-11, 1.1136000000000001E-07
DataValue, 3.25, 4.7638000000000005E-11, 1.1453999999999999E-07, 1.1453999999999999E-07, 4.7638000000000005E-11, 1.2446440000000002E-07
DataValue, 3.375, -4.1964000000000005E-11, 1.3128E-07, 1.3128E-07, 4.1964000000000005E-11, 1.3404000000000005E-07
DataValue, 3.5, -2.99E-11, 1.4805E-07, 1.4805E-07, 2.99E-11, 1.4028000000000004E-07
DataValue, 3.625, 5.6506000000000005E-11, 1.6635E-07, 1.6635E-07, 5.6506000000000005E-11, 1.466E-07
DataValue, 3.75, 1.99E-11, 1.847E-07, 1.847E-07, 1.99E-11, 1.5563999999999998E-07
DataValue, 3.875, -6.3208E-11, 2.0526E-07, 2.0526E-07, 6.3208E-11, 1.6459999999999998E-07
DataValue, 4, -2.026E-12, 2.2585E-07, 2.2585E-07, 2.026E-12, 1.6596000000000004E-07
DataValue, 4.125, 7.1922E-11, 2.4675E-07, 2.4675E-07, 7.1922E-11, 1.7308000000000007E-07
DataValue, 4.25, -4.3160000000000006E-12, 2.6912E-07, 2.6912E-07, 4.3160000000000006E-12, 1.8152E-07
DataValue, 4.375, -6.6596E-11, 2.9213E-07, 2.9213E-07, 6.6596E-11, 1.8656E-07
DataValue, 4.5, 1.8244000000000002E-11, 3.1576E-07, 3.1576E-07, 1.8244000000000002E-11, 1.9195999999999998E-07
DataValue, 4.625, 6.2760000000000011E-11, 3.4012E-07, 3.4012E-07, 6.2760000000000011E-11, 1.9927999999999981E-07
DataValue, 4.75, -2.5434000000000002E-11, 3.6557999999999997E-07, 3.6557999999999997E-07, 2.5434000000000002E-11, 2.0459999999999991E-07
DataValue, 4.875, -4.7982E-11, 3.9127E-07, 3.9127E-07, 4.7982E-11, 2.0688000000000017E-07
DataValue, 5, 4.1494000000000006E-11, 4.173E-07, 4.173E-07, 4.1494000000000006E-11, 2.0947999999999994E-07
DataValue, 5.125, 3.9604000000000006E-11, 4.4363999999999997E-07, 4.4363999999999997E-07, 3.9604000000000006E-11, 2.1575999999999986E-07
DataValue, 5.25, -4.6584000000000004E-11, 4.7124E-07, 4.7124E-07, 4.6584000000000004E-11, 2.2423999999999995E-07
DataValue, 5.375, -2.3334E-11, 4.997E-07, 4.997E-07, 2.3334E-11, 2.2835999999999996E-07
DataValue, 5.5, 6.0890000000000009E-11, 5.2833E-07, 5.2833E-07, 6.0890000000000009E-11, 2.2756000000000033E-07
DataValue, 5.625, 1.6168E-11, 5.5659E-07, 5.5659E-07, 1.6168E-11, 2.3404000000000005E-07
DataValue, 5.75, -6.4878000000000008E-11, 5.8684E-07, 5.8684E-07, 6.4878000000000008E-11, 2.3996E-07
DataValue, 5.875, 2.106E-12, 6.1658E-07, 6.1658E-07, 2.106E-12, 2.3835999999999987E-07
DataValue, 6, 7.1828000000000008E-11, 6.4642999999999995E-07, 6.4642999999999995E-07, 7.1828000000000008E-11, 2.4352E-07
DataValue, 6.125, -5.5040000000000008E-12, 6.7746E-07, 6.7746E-07, 5.5040000000000008E-12, 2.4644000000000013E-07
DataValue, 6.25, -6.4574000000000011E-11, 7.0804E-07, 7.0804E-07, 6.4574000000000011E-11, 2.4507999999999986E-07
DataValue, 6.375, 2.0274E-11, 7.3873E-07, 7.3873E-07, 2.0274E-11, 2.4983999999999997E-07
DataValue, 6.5, 6.165400000000001E-11, 7.705E-07, 7.705E-07, 6.165400000000001E-11, 2.5587999999999983E-07
DataValue, 6.625, -2.595E-11, 8.027E-07, 8.027E-07, 2.595E-11, 2.5879999999999996E-07
DataValue, 6.75, -4.349E-11, 8.352E-07, 8.352E-07, 4.349E-11, 2.5595999999999992E-07
DataValue, 6.875, 4.53E-11, 8.6668999999999993E-07, 8.6668999999999993E-07, 4.53E-11, 2.5192000000000021E-07
DataValue, 7, 3.3144000000000003E-11, 8.9818E-07, 8.9818E-07, 3.3144000000000003E-11, 2.5848E-07
DataValue, 7.125, -5.2574E-11, 9.3130999999999994E-07, 9.3130999999999994E-07, 5.2574E-11, 2.5564E-07
DataValue, 7.25, -1.5918E-11, 9.6209E-07, 9.6209E-07, 1.5918E-11, 2.5292000000000028E-07
DataValue, 7.375, 6.608800000000001E-11, 9.9454E-07, 9.9454E-07, 6.608800000000001E-11, 2.5991999999999954E-07
DataValue, 7.5, 9.24E-12, 1.0270699999999999E-06, 1.0270699999999999E-06, 9.24E-12, 2.6683999999999997E-07
DataValue, 7.625, -6.7656000000000007E-11, 1.06125E-06, 1.06125E-06, 6.7656000000000007E-11, 2.6540000000000003E-07
DataValue, 7.75, 7.9960000000000011E-12, 1.09342E-06, 1.09342E-06, 7.9960000000000011E-12, 2.632399999999997E-07
DataValue, 7.875, 7.1386E-11, 1.12706E-06, 1.12706E-06, 7.1386E-11, 2.6192000000000053E-07
DataValue, 8, -1.5472E-11, 1.1589E-06, 1.1589E-06, 1.5472E-11, 2.6656000000000071E-07
DataValue, 8.125, -1.444E-11, 1.1937000000000001E-06, 1.1937000000000001E-06, 1.444E-11, 2.7280000000000017E-07
DataValue, 8.25, 7.289800000000001E-11, 1.2271E-06, 1.2271E-06, 7.289800000000001E-11, 2.6080000000000011E-07
