
SetupTitle, ID_Vd_CEC
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 1
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 10
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absID, absIG
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(ID), abs(IG)
TestParameter, Function.Analysis.Name, gm
TestParameter, Function.Analysis.Unit, S
TestParameter, Function.Analysis.Definition, diff(ID,VG)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VD
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absID, absIG
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 1E-11, 1E-11
TestParameter, Output.Graph.YAxis.Top, 6.0000000000000008E-05, 6.0000000000000008E-05
TestParameter, Output.Graph.YAxis.Group, Group 1, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, false, false
TestParameter, Output.List.Data, VG, absID, gm, IG
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/22/2026 15:07:39
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 24
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, Best_0-10V
MetaData, TestRecord.LinkKey, 9d12471e-7089-45c3-886f-da22a353fe4a
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VD
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absID, absIG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, false, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-11, 1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 6.0000000000000008E-05, 6.0000000000000008E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR, Name=VD, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=10 V, Step=125 mV, No. of Steps=81, Compliance=10 mA, Pwr Comp=OFF	[VAR2] Unit=SMU1:HR, Name=VG, Start=10 V, Stop=0 V, Step=-500 mV, No. of Steps=21, Compliance=10 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU3:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VG	10,9.5,9,8.5,8,7.5,7,6.5,6,5.5,5,4.5,4,3.5,3,2.5,2,1.5,1,0.5,0	10	-0.5	21
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, absID, gm, IG
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, S, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID_Vd_CEC
Dimension1, 162, 162, 162, 162, 162, 162, 162
Dimension2, 20, 20, 20, 20, 20, 20, 20
DataName, VD, VG, IG, ID, absID, absIG, gm
DataValue, 0, 10, 2.9726E-11, 7E-12, 7E-12, 2.9726E-11, 
DataValue, 0.125, 10, 8.119E-11, 2.0229E-06, 2.0229E-06, 8.119E-11, 
DataValue, 0.25, 10, 1.6994000000000003E-11, 3.9884000000000006E-06, 3.9884000000000006E-06, 1.6994000000000003E-11, 
DataValue, 0.375, 10, -7.8134E-11, 5.900700000000001E-06, 5.900700000000001E-06, 7.8134E-11, 
DataValue, 0.5, 10, 6.6280000000000004E-12, 7.7181000000000015E-06, 7.7181000000000015E-06, 6.6280000000000004E-12, 
DataValue, 0.625, 10, 7.009E-11, 9.51E-06, 9.51E-06, 7.009E-11, 
DataValue, 0.75, 10, -3.249E-11, 1.1302000000000001E-05, 1.1302000000000001E-05, 3.249E-11, 
DataValue, 0.875, 10, -3.2994E-11, 1.2992E-05, 1.2992E-05, 3.2994E-11, 
DataValue, 1, 10, -9.2200000000000015E-12, 1.4642E-05, 1.4642E-05, 9.2200000000000015E-12, 
DataValue, 1.125, 10, -3.6736000000000005E-11, 1.6225E-05, 1.6225E-05, 3.6736000000000005E-11, 
DataValue, 1.25, 10, 7.9188000000000009E-11, 1.774E-05, 1.774E-05, 7.9188000000000009E-11, 
DataValue, 1.375, 10, -2.2426E-11, 1.9214E-05, 1.9214E-05, 2.2426E-11, 
DataValue, 1.5, 10, -1.8508E-11, 2.0585E-05, 2.0585E-05, 1.8508E-11, 
DataValue, 1.625, 10, 7.1258E-11, 2.1966E-05, 2.1966E-05, 7.1258E-11, 
DataValue, 1.75, 10, -7.3514000000000008E-11, 2.3268E-05, 2.3268E-05, 7.3514000000000008E-11, 
DataValue, 1.875, 10, 4.6476E-11, 2.4499E-05, 2.4499E-05, 4.6476E-11, 
DataValue, 2, 10, 2.1608000000000002E-11, 2.573E-05, 2.573E-05, 2.1608000000000002E-11, 
DataValue, 2.125, 10, -5.2892E-11, 2.693E-05, 2.693E-05, 5.2892E-11, 
DataValue, 2.25, 10, 2.3192E-11, 2.805E-05, 2.805E-05, 2.3192E-11, 
DataValue, 2.375, 10, 2.5884E-11, 2.9147E-05, 2.9147E-05, 2.5884E-11, 
DataValue, 2.5, 10, -7.3734000000000009E-11, 3.0166000000000002E-05, 3.0166000000000002E-05, 7.3734000000000009E-11, 
DataValue, 2.625, 10, 5.7916000000000003E-11, 3.1139E-05, 3.1139E-05, 5.7916000000000003E-11, 
DataValue, 2.75, 10, 2.9520000000000003E-12, 3.209E-05, 3.209E-05, 2.9520000000000003E-12, 
DataValue, 2.875, 10, -7.5004000000000008E-11, 3.3010000000000004E-05, 3.3010000000000004E-05, 7.5004000000000008E-11, 
DataValue, 3, 10, 5.9354E-11, 3.3852E-05, 3.3852E-05, 5.9354E-11, 
DataValue, 3.125, 10, 1.1540000000000001E-11, 3.4638E-05, 3.4638E-05, 1.1540000000000001E-11, 
DataValue, 3.25, 10, -6.1346E-11, 3.5433000000000004E-05, 3.5433000000000004E-05, 6.1346E-11, 
DataValue, 3.375, 10, 7.475E-11, 3.6193000000000004E-05, 3.6193000000000004E-05, 7.475E-11, 
DataValue, 3.5, 10, -5.898E-12, 3.6843E-05, 3.6843E-05, 5.898E-12, 
DataValue, 3.625, 10, -4.1310000000000004E-11, 3.7502E-05, 3.7502E-05, 4.1310000000000004E-11, 
DataValue, 3.75, 10, 7.946E-11, 3.815E-05, 3.815E-05, 7.946E-11, 
DataValue, 3.875, 10, -2.7534000000000003E-11, 3.8756E-05, 3.8756E-05, 2.7534000000000003E-11, 
DataValue, 4, 10, -1.9584E-11, 3.9329E-05, 3.9329E-05, 1.9584E-11, 
DataValue, 4.125, 10, 6.912E-11, 3.9880000000000004E-05, 3.9880000000000004E-05, 6.912E-11, 
DataValue, 4.25, 10, -6.239E-11, 4.0407E-05, 4.0407E-05, 6.239E-11, 
DataValue, 4.375, 10, 7.0960000000000005E-12, 4.0864E-05, 4.0864E-05, 7.0960000000000005E-12, 
DataValue, 4.5, 10, 4.6276000000000005E-11, 4.1311000000000005E-05, 4.1311000000000005E-05, 4.6276000000000005E-11, 
DataValue, 4.625, 10, -7.7490000000000008E-11, 4.1729E-05, 4.1729E-05, 7.7490000000000008E-11, 
DataValue, 4.75, 10, 3.2314000000000005E-11, 4.2141E-05, 4.2141E-05, 3.2314000000000005E-11, 
DataValue, 4.875, 10, 1.965E-11, 4.2504E-05, 4.2504E-05, 1.965E-11, 
DataValue, 5, 10, -6.9886000000000008E-11, 4.2872E-05, 4.2872E-05, 6.9886000000000008E-11, 
DataValue, 5.125, 10, 5.9686000000000007E-11, 4.3189E-05, 4.3189E-05, 5.9686000000000007E-11, 
DataValue, 5.25, 10, 2.026E-12, 4.3497E-05, 4.3497E-05, 2.026E-12, 
DataValue, 5.375, 10, -5.0868000000000003E-11, 4.3804E-05, 4.3804E-05, 5.0868000000000003E-11, 
DataValue, 5.5, 10, 7.4304E-11, 4.4084E-05, 4.4084E-05, 7.4304E-11, 
DataValue, 5.625, 10, -2.4716E-11, 4.4365E-05, 4.4365E-05, 2.4716E-11, 
DataValue, 5.75, 10, -2.289E-11, 4.4594E-05, 4.4594E-05, 2.289E-11, 
DataValue, 5.875, 10, 7.169E-11, 4.4851E-05, 4.4851E-05, 7.169E-11, 
DataValue, 6, 10, -6.0922E-11, 4.5047000000000004E-05, 4.5047000000000004E-05, 6.0922E-11, 
DataValue, 6.125, 10, -2.9608000000000004E-11, 4.525E-05, 4.525E-05, 2.9608000000000004E-11, 
DataValue, 6.25, 10, 7.5800000000000012E-11, 4.5433000000000004E-05, 4.5433000000000004E-05, 7.5800000000000012E-11, 
DataValue, 6.375, 10, -5.4066000000000005E-11, 4.5609E-05, 4.5609E-05, 5.4066000000000005E-11, 
DataValue, 6.5, 10, -6.41E-12, 4.5754E-05, 4.5754E-05, 6.41E-12, 
DataValue, 6.625, 10, 5.8574E-11, 4.5914E-05, 4.5914E-05, 5.8574E-11, 
DataValue, 6.75, 10, -7.1834000000000008E-11, 4.6077E-05, 4.6077E-05, 7.1834000000000008E-11, 
DataValue, 6.875, 10, 1.8192000000000002E-11, 4.6229E-05, 4.6229E-05, 1.8192000000000002E-11, 
DataValue, 7, 10, 3.2442000000000004E-11, 4.6364E-05, 4.6364E-05, 3.2442000000000004E-11, 
DataValue, 7.125, 10, -7.8928E-11, 4.6465E-05, 4.6465E-05, 7.8928E-11, 
DataValue, 7.25, 10, 4.8412E-11, 4.6592000000000004E-05, 4.6592000000000004E-05, 4.8412E-11, 
DataValue, 7.375, 10, 7.6640000000000013E-12, 4.6693E-05, 4.6693E-05, 7.6640000000000013E-12, 
DataValue, 7.5, 10, -6.7162000000000008E-11, 4.6789E-05, 4.6789E-05, 6.7162000000000008E-11, 
DataValue, 7.625, 10, 5.5456000000000006E-11, 4.6891E-05, 4.6891E-05, 5.5456000000000006E-11, 
DataValue, 7.75, 10, 3.208E-12, 4.6983E-05, 4.6983E-05, 3.208E-12, 
DataValue, 7.875, 10, -5.0410000000000004E-11, 4.7056000000000005E-05, 4.7056000000000005E-05, 5.0410000000000004E-11, 
DataValue, 8, 10, 7.7016E-11, 4.7151E-05, 4.7151E-05, 7.7016E-11, 
DataValue, 8.125, 10, -2.0062E-11, 4.7257E-05, 4.7257E-05, 2.0062E-11, 
DataValue, 8.25, 10, -2.593E-11, 4.7331000000000005E-05, 4.7331000000000005E-05, 2.593E-11, 
DataValue, 8.375, 10, 7.5142E-11, 4.7396000000000005E-05, 4.7396000000000005E-05, 7.5142E-11, 
DataValue, 8.5, 10, -5.1624000000000007E-11, 4.7491E-05, 4.7491E-05, 5.1624000000000007E-11, 
DataValue, 8.625, 10, -2.464E-12, 4.7569000000000005E-05, 4.7569000000000005E-05, 2.464E-12, 
DataValue, 8.75, 10, 5.0724E-11, 4.7603000000000005E-05, 4.7603000000000005E-05, 5.0724E-11, 
DataValue, 8.875, 10, -7.877E-11, 4.7678E-05, 4.7678E-05, 7.877E-11, 
DataValue, 9, 10, -1.3200000000000002E-13, 4.7749E-05, 4.7749E-05, 1.3200000000000002E-13, 
DataValue, 9.125, 10, 6.6856000000000007E-11, 4.7805E-05, 4.7805E-05, 6.6856000000000007E-11, 
DataValue, 9.25, 10, -7.7436000000000011E-11, 4.7857E-05, 4.7857E-05, 7.7436000000000011E-11, 
