
SetupTitle, ID_VG_CEC
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 1
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 10
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absID, absIG
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(ID), abs(IG)
TestParameter, Function.Analysis.Name, gm
TestParameter, Function.Analysis.Unit, S
TestParameter, Function.Analysis.Definition, diff(ID,VG)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -0.5
TestParameter, Output.Graph.XAxis.Right, 0.5
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absID, absIG
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-11, 1E-11
TestParameter, Output.Graph.YAxis.Top, 0.0001, 0.0001
TestParameter, Output.Graph.YAxis.Group, Group 1, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, false, false
TestParameter, Output.List.Data, VG, absID, gm, IG
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/22/2026 15:15:01
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, (1, -3) trial 2
MetaData, TestRecord.LinkKey, d1824e07-5a08-472e-83d4-f63e455ede65
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absID, absIG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, false, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-11, 1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001, 0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=VG, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=10 V, Step=125 mV, No. of Steps=81, Compliance=10 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=VD, Start=100 mV, Stop=3.9 V, Step=1.9 V, No. of Steps=3, Compliance=10 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU3:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0.1,2,3.9	0.1	1.9	3
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, absID, gm, IG
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, S, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID_VG_CEC
Dimension1, 162, 162, 162, 162, 162, 162
Dimension2, 3, 3, 3, 3, 3, 3
DataName, VG, IG, ID, absID, absIG, gm
DataValue, 0, 1.3098000000000001E-11, 2.7531000000000003E-11, 2.7531000000000003E-11, 1.3098000000000001E-11, -9.01584E-10
DataValue, 0.125, -1.8412000000000002E-11, -8.5167E-11, 8.5167E-11, 1.8412000000000002E-11, 2.3943200000000004E-10
DataValue, 0.25, -1.1544000000000002E-11, 8.7389000000000012E-11, 8.7389000000000012E-11, 1.1544000000000002E-11, 1.7004E-10
DataValue, 0.375, 5.7792000000000006E-11, -4.2657000000000005E-11, 4.2657000000000005E-11, 5.7792000000000006E-11, -3.4245600000000004E-10
DataValue, 0.5, -7.7862000000000007E-11, 1.7750000000000002E-12, 1.7750000000000002E-12, 7.7862000000000007E-11, 3.6633600000000007E-10
DataValue, 0.625, 4.7694E-11, 4.8927000000000006E-11, 4.8927000000000006E-11, 4.7694E-11, -3.8104800000000003E-10
DataValue, 0.75, -9.68E-12, -9.3487E-11, 9.3487E-11, 9.68E-12, 1.0535200000000002E-10
DataValue, 0.875, -2.5286000000000002E-11, 7.5265000000000011E-11, 7.5265000000000011E-11, 2.5286000000000002E-11, 2.7272E-10
DataValue, 1, 6.9572E-11, -2.5307E-11, 2.5307E-11, 6.9572E-11, -3.4904800000000003E-10
DataValue, 1.125, -7.0558000000000009E-11, -1.1997E-11, 1.1997E-11, 7.0558000000000009E-11, 3.6876000000000003E-10
DataValue, 1.25, 3.5316000000000005E-11, 6.6883E-11, 6.6883E-11, 3.5316000000000005E-11, -3.4000800000000003E-10
DataValue, 1.375, 1E-12, -9.6999E-11, 9.6999E-11, 1E-12, -2.3480000000000006E-11
DataValue, 1.5, -3.8948E-11, 6.1013E-11, 6.1013E-11, 3.8948E-11, 3.3520000000000004E-10
DataValue, 1.625, 7.6714000000000008E-11, -1.3199000000000001E-11, 1.3199000000000001E-11, 7.6714000000000008E-11, -3.2556E-10
DataValue, 1.75, -6.1056E-11, -2.0377000000000002E-11, 2.0377000000000002E-11, 6.1056E-11, 4.9368800000000006E-10
DataValue, 1.875, 2.4664E-11, 1.1022300000000001E-10, 1.1022300000000001E-10, 2.4664E-11, 1.0520000000000006E-11
DataValue, 2, 1.0444E-11, -1.7747E-11, 1.7747E-11, 1.0444E-11, 5.51704E-10
DataValue, 2.125, -5.5894E-11, 2.48149E-10, 2.48149E-10, 5.5894E-11, 1.7778640000000001E-09
DataValue, 2.25, 7.892000000000001E-11, 4.2671900000000004E-10, 4.2671900000000004E-10, 7.892000000000001E-11, 2.123224E-09
DataValue, 2.375, -4.8184000000000004E-11, 7.78955E-10, 7.78955E-10, 4.8184000000000004E-11, 4.1640839999999996E-09
DataValue, 2.5, 3.6584E-11, 1.46774E-09, 1.46774E-09, 3.6584E-11, 5.7090599999999993E-09
DataValue, 2.625, 7.0026000000000007E-11, 2.20622E-09, 2.20622E-09, 7.0026000000000007E-11, 8.1835200000000015E-09
DataValue, 2.75, -7.431E-11, 3.51362E-09, 3.51362E-09, 7.431E-11, 1.1754119999999999E-08
DataValue, 2.875, 4.8458E-11, 5.14475E-09, 5.14475E-09, 4.8458E-11, 1.38216E-08
DataValue, 3, -1.3512000000000001E-11, 6.96902E-09, 6.96902E-09, 1.3512000000000001E-11, 1.9475080000000003E-08
DataValue, 3.125, -9.328E-12, 1.001352E-08, 1.001352E-08, 9.328E-12, 2.4695919999999996E-08
DataValue, 3.25, 4.9950000000000006E-11, 1.3142999999999999E-08, 1.3142999999999999E-08, 4.9950000000000006E-11, 2.9393519999999991E-08
DataValue, 3.375, -8.2700000000000009E-12, 1.7361899999999998E-08, 1.7361899999999998E-08, 8.2700000000000009E-12, 3.6439199999999991E-08
DataValue, 3.5, 7.5276E-11, 2.2252799999999997E-08, 2.2252799999999997E-08, 7.5276E-11, 4.42264E-08
DataValue, 3.625, -2.578E-11, 2.8418499999999997E-08, 2.8418499999999997E-08, 2.578E-11, 5.3116400000000006E-08
DataValue, 3.75, -3.7804000000000003E-11, 3.55319E-08, 3.55319E-08, 3.7804000000000003E-11, 6.05608E-08
DataValue, 3.875, 6.8682E-11, 4.35587E-08, 4.35587E-08, 6.8682E-11, 6.8879999999999992E-08
DataValue, 4, 8.0020000000000008E-12, 5.2751899999999996E-08, 5.2751899999999996E-08, 8.0020000000000008E-12, 7.8969199999999982E-08
DataValue, 4.125, -6.983200000000001E-11, 6.3300999999999992E-08, 6.3300999999999992E-08, 6.983200000000001E-11, 8.81084E-08
DataValue, 4.25, 3.4038E-11, 7.4779E-08, 7.4779E-08, 3.4038E-11, 9.6391999999999981E-08
DataValue, 4.375, 3.6746E-11, 8.7398999999999987E-08, 8.7398999999999987E-08, 3.6746E-11, 1.0612159999999998E-07
DataValue, 4.5, -7.132E-11, 1.0130939999999999E-07, 1.0130939999999999E-07, 7.132E-11, 1.1292400000000004E-07
DataValue, 4.625, 1.41E-12, 1.1563E-07, 1.1563E-07, 1.41E-12, 1.2040240000000007E-07
DataValue, 4.75, -7.6124E-11, 1.3141E-07, 1.3141E-07, 7.6124E-11, 1.2808000000000002E-07
DataValue, 4.875, 1.3222000000000002E-11, 1.4765E-07, 1.4765E-07, 1.3222000000000002E-11, 1.2851999999999994E-07
DataValue, 5, 7.403400000000001E-11, 1.6354E-07, 1.6354E-07, 7.403400000000001E-11, 1.3227999999999996E-07
DataValue, 5.125, -1.6894E-11, 1.8072E-07, 1.8072E-07, 1.6894E-11, 1.3955999999999996E-07
DataValue, 5.25, -6.4858E-11, 1.9842999999999998E-07, 1.9842999999999998E-07, 6.4858E-11, 1.4268E-07
DataValue, 5.375, 3.223E-11, 2.1639E-07, 2.1639E-07, 3.223E-11, 1.4392000000000003E-07
DataValue, 5.5, 5.5416000000000005E-11, 2.3441E-07, 2.3441E-07, 5.5416000000000005E-11, 1.4760000000000008E-07
DataValue, 5.625, -4.0928000000000003E-11, 2.5329E-07, 2.5329E-07, 4.0928000000000003E-11, 1.5011999999999997E-07
DataValue, 5.75, -3.812E-11, 2.7194E-07, 2.7194E-07, 3.812E-11, 1.5151999999999986E-07
DataValue, 5.875, 5.8172E-11, 2.9117E-07, 2.9117E-07, 5.8172E-11, 1.5327999999999995E-07
DataValue, 6, 2.9822000000000004E-11, 3.1026E-07, 3.1026E-07, 2.9822000000000004E-11, 1.5647999999999998E-07
DataValue, 6.125, -6.358400000000001E-11, 3.3029E-07, 3.3029E-07, 6.358400000000001E-11, 1.5852000000000018E-07
DataValue, 6.25, -1.0620000000000001E-11, 3.4989E-07, 3.4989E-07, 1.0620000000000001E-11, 1.5756000000000015E-07
DataValue, 6.375, 7.5152000000000011E-11, 3.6968E-07, 3.6968E-07, 7.5152000000000011E-11, 1.6004E-07
DataValue, 6.5, 5.014E-12, 3.899E-07, 3.899E-07, 5.014E-12, 1.6287999999999983E-07
DataValue, 6.625, -7.7092E-11, 4.1039999999999997E-07, 4.1039999999999997E-07, 7.7092E-11, 1.6599999999999998E-07
DataValue, 6.75, 1.1618000000000002E-11, 4.314E-07, 4.314E-07, 1.1618000000000002E-11, 1.6520000000000013E-07
DataValue, 6.875, 7.7536E-11, 4.517E-07, 4.517E-07, 7.7536E-11, 1.6691999999999996E-07
DataValue, 7, -1.3094E-11, 4.7313E-07, 4.7313E-07, 1.3094E-11, 1.6964000000000008E-07
DataValue, 7.125, -6.5602E-11, 4.9411E-07, 4.9411E-07, 6.5602E-11, 1.7027999999999996E-07
DataValue, 7.25, 3.1044000000000005E-11, 5.157E-07, 5.157E-07, 3.1044000000000005E-11, 1.7072000000000004E-07
DataValue, 7.375, 5.8744E-11, 5.3679E-07, 5.3679E-07, 5.8744E-11, 1.7028000000000017E-07
DataValue, 7.5, -3.8168000000000005E-11, 5.5827E-07, 5.5827E-07, 3.8168000000000005E-11, 1.7363999999999975E-07
DataValue, 7.625, -3.9802000000000005E-11, 5.802E-07, 5.802E-07, 3.9802000000000005E-11, 1.7519999999999961E-07
DataValue, 7.75, 5.448E-11, 6.0206999999999994E-07, 6.0206999999999994E-07, 5.448E-11, 1.7428000000000005E-07
DataValue, 7.875, 3.2678E-11, 6.2377E-07, 6.2377E-07, 3.2678E-11, 1.7528000000000012E-07
DataValue, 8, -6.1204E-11, 6.4589E-07, 6.4589E-07, 6.1204E-11, 1.7839999999999985E-07
DataValue, 8.125, -1.2340000000000001E-11, 6.6836999999999994E-07, 6.6836999999999994E-07, 1.2340000000000001E-11, 1.7728000000000028E-07
DataValue, 8.25, 7.4102000000000012E-11, 6.9021E-07, 6.9021E-07, 7.4102000000000012E-11, 1.7744000000000003E-07
