
SetupTitle, ID_Vd_CEC
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 1
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 10
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absID, absIG
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(ID), abs(IG)
TestParameter, Function.Analysis.Name, gm
TestParameter, Function.Analysis.Unit, S
TestParameter, Function.Analysis.Definition, diff(ID,VG)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VD
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absID, absIG
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 1E-11, 1E-11
TestParameter, Output.Graph.YAxis.Top, 6.0000000000000008E-05, 6.0000000000000008E-05
TestParameter, Output.Graph.YAxis.Group, Group 1, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, false, false
TestParameter, Output.List.Data, VG, absID, gm, IG
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/22/2026 15:34:13
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, (2, -1)
MetaData, TestRecord.LinkKey, 6b903f33-dee0-4d48-a12a-25dcda970f9e
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VD
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absID, absIG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, false, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-11, 1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 6.0000000000000008E-05, 6.0000000000000008E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR, Name=VD, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=10 V, Step=125 mV, No. of Steps=81, Compliance=10 mA, Pwr Comp=OFF	[VAR2] Unit=SMU1:HR, Name=VG, Start=10 V, Stop=3 V, Step=-500 mV, No. of Steps=15, Compliance=10 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU3:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VG	10,9.5,9,8.5,8,7.5,7,6.5,6,5.5,5,4.5,4,3.5,3	10	-0.5	15
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, absID, gm, IG
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, S, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID_Vd_CEC
Dimension1, 162, 162, 162, 162, 162, 162, 162
Dimension2, 15, 15, 15, 15, 15, 15, 15
DataName, VD, VG, IG, ID, absID, absIG, gm
DataValue, 0, 10, 5.2428E-11, -1.90535E-10, 1.90535E-10, 5.2428E-11, 
DataValue, 0.125, 10, 6.8758E-11, 9.1631999999999994E-07, 9.1631999999999994E-07, 6.8758E-11, 
DataValue, 0.25, 10, 4.1092E-11, 1.8068000000000002E-06, 1.8068000000000002E-06, 4.1092E-11, 
DataValue, 0.375, 10, -2.7404000000000002E-11, 2.6726000000000005E-06, 2.6726000000000005E-06, 2.7404000000000002E-11, 
DataValue, 0.5, 10, -3.8658E-11, 3.5099000000000005E-06, 3.5099000000000005E-06, 3.8658E-11, 
DataValue, 0.625, 10, 5.6844E-11, 4.3274E-06, 4.3274E-06, 5.6844E-11, 
DataValue, 0.75, 10, 1.8144E-11, 5.1211000000000008E-06, 5.1211000000000008E-06, 1.8144E-11, 
DataValue, 0.875, 10, -6.9568000000000007E-11, 5.890300000000001E-06, 5.890300000000001E-06, 6.9568000000000007E-11, 
DataValue, 1, 10, 3.226E-12, 6.6361000000000007E-06, 6.6361000000000007E-06, 3.226E-12, 
DataValue, 1.125, 10, 6.5458000000000008E-11, 7.3630000000000005E-06, 7.3630000000000005E-06, 6.5458000000000008E-11, 
DataValue, 1.25, 10, -2.4914000000000003E-11, 8.0616000000000009E-06, 8.0616000000000009E-06, 2.4914000000000003E-11, 
DataValue, 1.375, 10, -4.107E-11, 8.7409000000000013E-06, 8.7409000000000013E-06, 4.107E-11, 
DataValue, 1.5, 10, 5.5826000000000007E-11, 9.3960000000000012E-06, 9.3960000000000012E-06, 5.5826000000000007E-11, 
DataValue, 1.625, 10, 1.6552E-11, 1.00276E-05, 1.00276E-05, 1.6552E-11, 
DataValue, 1.75, 10, -7.0156000000000011E-11, 1.0642500000000002E-05, 1.0642500000000002E-05, 7.0156000000000011E-11, 
DataValue, 1.875, 10, 6.9400000000000007E-12, 1.1233300000000001E-05, 1.1233300000000001E-05, 6.9400000000000007E-12, 
DataValue, 2, 10, 4.5236E-11, 1.1804E-05, 1.1804E-05, 4.5236E-11, 
DataValue, 2.125, 10, -2.6864000000000003E-11, 1.2352E-05, 1.2352E-05, 2.6864000000000003E-11, 
DataValue, 2.25, 10, 6.8988000000000008E-11, 1.288E-05, 1.288E-05, 6.8988000000000008E-11, 
DataValue, 2.375, 10, -6.3956000000000009E-11, 1.3396E-05, 1.3396E-05, 6.3956000000000009E-11, 
DataValue, 2.5, 10, 4.2420000000000007E-12, 1.3883E-05, 1.3883E-05, 4.2420000000000007E-12, 
DataValue, 2.625, 10, 2.3014000000000002E-11, 1.4352E-05, 1.4352E-05, 2.3014000000000002E-11, 
DataValue, 2.75, 10, -4.9944000000000006E-11, 1.4806E-05, 1.4806E-05, 4.9944000000000006E-11, 
DataValue, 2.875, 10, 6.5356E-11, 1.5242E-05, 1.5242E-05, 6.5356E-11, 
DataValue, 3, 10, -3.8534000000000004E-11, 1.5653E-05, 1.5653E-05, 3.8534000000000004E-11, 
DataValue, 3.125, 10, -3.2894000000000004E-11, 1.605E-05, 1.605E-05, 3.2894000000000004E-11, 
DataValue, 3.25, 10, 7.078E-11, 1.643E-05, 1.643E-05, 7.078E-11, 
DataValue, 3.375, 10, -3.732E-11, 1.6794000000000002E-05, 1.6794000000000002E-05, 3.732E-11, 
DataValue, 3.5, 10, -7.404E-12, 1.7136E-05, 1.7136E-05, 7.404E-12, 
DataValue, 3.625, 10, 5.655E-11, 1.7471E-05, 1.7471E-05, 5.655E-11, 
DataValue, 3.75, 10, -6.3488E-11, 1.7789000000000002E-05, 1.7789000000000002E-05, 6.3488E-11, 
DataValue, 3.875, 10, 2.0006000000000002E-11, 1.8085E-05, 1.8085E-05, 2.0006000000000002E-11, 
DataValue, 4, 10, 3.7308E-11, 1.8378E-05, 1.8378E-05, 3.7308E-11, 
DataValue, 4.125, 10, -6.8758E-11, 1.8648000000000002E-05, 1.8648000000000002E-05, 6.8758E-11, 
DataValue, 4.25, 10, 2.3204000000000003E-11, 1.8901E-05, 1.8901E-05, 2.3204000000000003E-11, 
DataValue, 4.375, 10, 1.7748000000000002E-11, 1.9146E-05, 1.9146E-05, 1.7748000000000002E-11, 
DataValue, 4.5, 10, -6.6598E-11, 1.9392E-05, 1.9392E-05, 6.6598E-11, 
DataValue, 4.625, 10, 6.6858000000000011E-11, 1.9609E-05, 1.9609E-05, 6.6858000000000011E-11, 
DataValue, 4.75, 10, -1.1802000000000002E-11, 1.9821000000000002E-05, 1.9821000000000002E-05, 1.1802000000000002E-11, 
DataValue, 4.875, 10, -1.1426E-11, 2.0014000000000002E-05, 2.0014000000000002E-05, 1.1426E-11, 
DataValue, 5, 10, 6.8126E-11, 2.0198000000000002E-05, 2.0198000000000002E-05, 6.8126E-11, 
DataValue, 5.125, 10, -3.4134000000000005E-11, 2.0378E-05, 2.0378E-05, 3.4134000000000005E-11, 
DataValue, 5.25, 10, 5.59E-12, 2.0552E-05, 2.0552E-05, 5.59E-12, 
DataValue, 5.375, 10, 2.7232000000000004E-11, 2.0702E-05, 2.0702E-05, 2.7232000000000004E-11, 
DataValue, 5.5, 10, -6.2148000000000009E-11, 2.0848E-05, 2.0848E-05, 6.2148000000000009E-11, 
DataValue, 5.625, 10, 1.2096E-11, 2.0989000000000002E-05, 2.0989000000000002E-05, 1.2096E-11, 
DataValue, 5.75, 10, 3.4828E-11, 2.1113E-05, 2.1113E-05, 3.4828E-11, 
DataValue, 5.875, 10, -7.0838000000000007E-11, 2.1237E-05, 2.1237E-05, 7.0838000000000007E-11, 
DataValue, 6, 10, 3.8264E-11, 2.135E-05, 2.135E-05, 3.8264E-11, 
DataValue, 6.125, 10, 1.0840000000000002E-11, 2.1457E-05, 2.1457E-05, 1.0840000000000002E-11, 
DataValue, 6.25, 10, -5.5958E-11, 2.1564000000000002E-05, 2.1564000000000002E-05, 5.5958E-11, 
DataValue, 6.375, 10, 6.297E-11, 2.1657E-05, 2.1657E-05, 6.297E-11, 
DataValue, 6.5, 10, -1.2338000000000002E-11, 2.1738E-05, 2.1738E-05, 1.2338000000000002E-11, 
DataValue, 6.625, 10, -2.9964E-11, 2.1836000000000002E-05, 2.1836000000000002E-05, 2.9964E-11, 
DataValue, 6.75, 10, 7.0504000000000011E-11, 2.1911E-05, 2.1911E-05, 7.0504000000000011E-11, 
DataValue, 6.875, 10, -4.0464000000000004E-11, 2.1991E-05, 2.1991E-05, 4.0464000000000004E-11, 
DataValue, 7, 10, -6.9000000000000009E-12, 2.2060000000000002E-05, 2.2060000000000002E-05, 6.9000000000000009E-12, 
DataValue, 7.125, 10, 5.1296000000000004E-11, 2.2135E-05, 2.2135E-05, 5.1296000000000004E-11, 
DataValue, 7.25, 10, -6.710800000000001E-11, 2.218E-05, 2.218E-05, 6.710800000000001E-11, 
DataValue, 7.375, 10, 1.7642E-11, 2.2248E-05, 2.2248E-05, 1.7642E-11, 
DataValue, 7.5, 10, 2.1676E-11, 2.2313E-05, 2.2313E-05, 2.1676E-11, 
DataValue, 7.625, 10, -4.9914E-11, 2.235E-05, 2.235E-05, 4.9914E-11, 
DataValue, 7.75, 10, 6.9278E-11, 2.2401E-05, 2.2401E-05, 6.9278E-11, 
DataValue, 7.875, 10, -1.3654000000000001E-11, 2.2455E-05, 2.2455E-05, 1.3654000000000001E-11, 
DataValue, 8, 10, -1.014E-11, 2.2498E-05, 2.2498E-05, 1.014E-11, 
DataValue, 8.125, 10, 4.8266E-11, 2.2545000000000002E-05, 2.2545000000000002E-05, 4.8266E-11, 
DataValue, 8.25, 10, -5.825800000000001E-11, 2.2591E-05, 2.2591E-05, 5.825800000000001E-11, 
DataValue, 8.375, 10, 3.0684E-11, 2.2621000000000002E-05, 2.2621000000000002E-05, 3.0684E-11, 
DataValue, 8.5, 10, 9.838E-12, 2.2677E-05, 2.2677E-05, 9.838E-12, 
DataValue, 8.625, 10, -6.4534E-11, 2.2704E-05, 2.2704E-05, 6.4534E-11, 
DataValue, 8.75, 10, 6.7412000000000007E-11, 2.2753E-05, 2.2753E-05, 6.7412000000000007E-11, 
DataValue, 8.875, 10, -3.2248E-11, 2.2768E-05, 2.2768E-05, 3.2248E-11, 
DataValue, 9, 10, -1.1076E-11, 2.2821E-05, 2.2821E-05, 1.1076E-11, 
DataValue, 9.125, 10, 3.8724000000000005E-11, 2.2854000000000002E-05, 2.2854000000000002E-05, 3.8724000000000005E-11, 
