
SetupTitle, ID_VG_CEC
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 1
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 10
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absID, absIG
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(ID), abs(IG)
TestParameter, Function.Analysis.Name, gm
TestParameter, Function.Analysis.Unit, S
TestParameter, Function.Analysis.Definition, diff(ID,VG)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -0.5
TestParameter, Output.Graph.XAxis.Right, 0.5
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absID, absIG
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-11, 1E-11
TestParameter, Output.Graph.YAxis.Top, 0.0001, 0.0001
TestParameter, Output.Graph.YAxis.Group, Group 1, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, false, false
TestParameter, Output.List.Data, VG, absID, gm, IG
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 07/22/2026 15:44:20
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, (2, -3) trial 2
MetaData, TestRecord.LinkKey, 01f2f0c5-5c5f-4a67-82bb-ce54eeed6938
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absID, absIG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, false, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-11, 1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001, 0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=VG, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=10 V, Step=125 mV, No. of Steps=81, Compliance=10 mA, Pwr Comp=OFF	[VAR2] Unit=SMU2:HR, Name=VD, Start=100 mV, Stop=3.9 V, Step=1.9 V, No. of Steps=3, Compliance=10 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU3:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0.1,2,3.9	0.1	1.9	3
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, absID, gm, IG
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, S, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID_VG_CEC
Dimension1, 162, 162, 162, 162, 162, 162
Dimension2, 3, 3, 3, 3, 3, 3
DataName, VG, IG, ID, absID, absIG, gm
DataValue, 0, -1.2020000000000001E-12, -6.8067E-11, 6.8067E-11, 1.2020000000000001E-12, 1.23032E-09
DataValue, 0.125, -6.968E-12, 8.5723E-11, 8.5723E-11, 6.968E-12, 8.1392000000000007E-11
DataValue, 0.25, 4.8086000000000003E-11, -4.7719E-11, 4.7719E-11, 4.8086000000000003E-11, -3.12664E-10
DataValue, 0.375, -7.1526E-11, 7.557000000000001E-12, 7.557000000000001E-12, 7.1526E-11, 3.5464000000000003E-10
DataValue, 0.5, 4.9882000000000004E-11, 4.0941000000000005E-11, 4.0941000000000005E-11, 4.9882000000000004E-11, -3.6800800000000004E-10
DataValue, 0.625, -1.2106E-11, -8.4445000000000012E-11, 8.4445000000000012E-11, 1.2106E-11, 1.36576E-10
DataValue, 0.75, -2.0212E-11, 7.5085E-11, 7.5085E-11, 2.0212E-11, 2.1663200000000005E-10
DataValue, 0.875, 6.1258E-11, -3.0287E-11, 3.0287E-11, 6.1258E-11, -3.31624E-10
DataValue, 1, -6.9192E-11, -7.821E-12, 7.821E-12, 6.9192E-11, 3.4032E-10
DataValue, 1.125, 3.9746E-11, 5.4793000000000005E-11, 5.4793000000000005E-11, 3.9746E-11, -3.2417600000000003E-10
DataValue, 1.25, -3.6160000000000003E-12, -8.8865000000000008E-11, 8.8865000000000008E-11, 3.6160000000000003E-12, 4.3160000000000009E-11
DataValue, 1.375, -3.0228000000000004E-11, 6.5583000000000008E-11, 6.5583000000000008E-11, 3.0228000000000004E-11, 2.71208E-10
DataValue, 1.5, 6.801800000000001E-11, -2.1063000000000003E-11, 2.1063000000000003E-11, 6.801800000000001E-11, -3.4057600000000004E-10
DataValue, 1.625, -6.210600000000001E-11, -1.9561E-11, 1.9561E-11, 6.210600000000001E-11, 3.5506400000000005E-10
DataValue, 1.75, 2.8246E-11, 6.7703000000000009E-11, 6.7703000000000009E-11, 2.8246E-11, -2.68864E-10
DataValue, 1.875, 7.1380000000000005E-12, -8.677700000000001E-11, 8.677700000000001E-11, 7.1380000000000005E-12, -6.789600000000001E-11
DataValue, 2, -4.4998E-11, 5.0729000000000006E-11, 5.0729000000000006E-11, 4.4998E-11, 3.6231200000000003E-10
DataValue, 2.125, 7.2892000000000011E-11, 3.8010000000000005E-12, 3.8010000000000005E-12, 7.2892000000000011E-11, -2.2732000000000002E-10
DataValue, 2.25, -5.0654E-11, -6.1010000000000008E-12, 6.1010000000000008E-12, 5.0654E-11, 6.48528E-10
DataValue, 2.375, 1.6038000000000003E-11, 1.6593300000000002E-10, 1.6593300000000002E-10, 1.6038000000000003E-11, 4.4309600000000007E-10
DataValue, 2.5, 2.0772E-11, 1.0467300000000001E-10, 1.0467300000000001E-10, 2.0772E-11, 1.1543120000000001E-09
DataValue, 2.625, -5.623E-11, 4.54511E-10, 4.54511E-10, 5.623E-11, 3.09084E-09
DataValue, 2.75, 7.0916E-11, 8.77383E-10, 8.77383E-10, 7.0916E-11, 3.903396E-09
DataValue, 2.875, -6.396E-11, 1.43036E-09, 1.43036E-09, 6.396E-11, 7.517028E-09
DataValue, 3, -2.8724E-11, 2.75664E-09, 2.75664E-09, 2.8724E-11, 1.143708E-08
DataValue, 3.125, 6.3164E-11, 4.28963E-09, 4.28963E-09, 6.3164E-11, 1.5001479999999997E-08
DataValue, 3.25, -6.9054E-11, 6.50701E-09, 6.50701E-09, 6.9054E-11, 2.000508E-08
DataValue, 3.375, 4.9082000000000004E-11, 9.2909E-09, 9.2909E-09, 4.9082000000000004E-11, 2.3815959999999994E-08
DataValue, 3.5, -1.471E-11, 1.2460999999999998E-08, 1.2460999999999998E-08, 1.471E-11, 2.8883999999999989E-08
DataValue, 3.625, -6.3308000000000008E-11, 1.6511899999999997E-08, 1.6511899999999997E-08, 6.3308000000000008E-11, 3.5555599999999996E-08
DataValue, 3.75, 3.4808E-11, 2.1349899999999997E-08, 2.1349899999999997E-08, 3.4808E-11, 4.2577600000000004E-08
DataValue, 3.875, 3.1718000000000004E-11, 2.7156299999999998E-08, 2.7156299999999998E-08, 3.1718000000000004E-11, 5.0382000000000007E-08
DataValue, 4, -6.562400000000001E-11, 3.39454E-08, 3.39454E-08, 6.562400000000001E-11, 5.6920400000000005E-08
DataValue, 4.125, 3.08E-13, 4.13864E-08, 4.13864E-08, 3.08E-13, 6.3963999999999976E-08
DataValue, 4.25, 6.3868E-11, 4.9936399999999993E-08, 4.9936399999999993E-08, 6.3868E-11, 7.37332E-08
DataValue, 4.375, -3.4032E-11, 5.98197E-08, 5.98197E-08, 3.4032E-11, 8.1064799999999981E-08
DataValue, 4.5, -2.8410000000000002E-11, 7.0202599999999988E-08, 7.0202599999999988E-08, 2.8410000000000002E-11, 8.5174799999999956E-08
DataValue, 4.625, 6.9856000000000009E-11, 8.1113399999999988E-08, 8.1113399999999988E-08, 6.9856000000000009E-11, 9.1766800000000019E-08
DataValue, 4.75, 1.7160000000000002E-12, 9.3144299999999993E-08, 9.3144299999999993E-08, 1.7160000000000002E-12, 9.7816000000000007E-08
DataValue, 4.875, -6.1578E-11, 1.0556739999999999E-07, 1.0556739999999999E-07, 6.1578E-11, 1.015028E-07
DataValue, 5, 3.9094000000000006E-11, 1.1851999999999999E-07, 1.1851999999999999E-07, 3.9094000000000006E-11, 1.0641040000000003E-07
DataValue, 5.125, -5.3158E-11, 1.3217E-07, 1.3217E-07, 5.3158E-11, 1.1039999999999998E-07
DataValue, 5.25, -2.1368000000000002E-11, 1.4612E-07, 1.4612E-07, 2.1368000000000002E-11, 1.1367999999999994E-07
DataValue, 5.375, 6.233200000000001E-11, 1.6058999999999998E-07, 1.6058999999999998E-07, 6.233200000000001E-11, 1.1336E-07
DataValue, 5.5, 1.6566000000000002E-11, 1.7446E-07, 1.7446E-07, 1.6566000000000002E-11, 1.1432000000000003E-07
DataValue, 5.625, -6.8564E-11, 1.8917E-07, 1.8917E-07, 6.8564E-11, 1.1824000000000003E-07
DataValue, 5.75, 1.0500000000000002E-12, 2.0402E-07, 2.0402E-07, 1.0500000000000002E-12, 1.1808000000000006E-07
DataValue, 5.875, 7.3106000000000011E-11, 2.1869E-07, 2.1869E-07, 7.3106000000000011E-11, 1.1816000000000005E-07
DataValue, 6, -6.5200000000000005E-12, 2.3356E-07, 2.3356E-07, 6.5200000000000005E-12, 1.2091999999999989E-07
DataValue, 6.125, -6.7718000000000009E-11, 2.4892E-07, 2.4892E-07, 6.7718000000000009E-11, 1.2255999999999995E-07
DataValue, 6.25, 1.897E-11, 2.642E-07, 2.642E-07, 1.897E-11, 1.2267999999999998E-07
DataValue, 6.375, 6.3732E-11, 2.7959E-07, 2.7959E-07, 6.3732E-11, 1.2431999999999994E-07
DataValue, 6.5, -2.5870000000000003E-11, 2.9528E-07, 2.9528E-07, 2.5870000000000003E-11, 1.2556000000000007E-07
DataValue, 6.625, -5.0696E-11, 3.1098E-07, 3.1098E-07, 5.0696E-11, 1.2908000000000004E-07
DataValue, 6.75, 4.1408000000000005E-11, 3.2755E-07, 3.2755E-07, 4.1408000000000005E-11, 1.2843999999999995E-07
DataValue, 6.875, 4.0744E-11, 3.4309E-07, 3.4309E-07, 4.0744E-11, 1.2704000000000006E-07
DataValue, 7, -4.8772E-11, 3.5931E-07, 3.5931E-07, 4.8772E-11, 1.2840000000000012E-07
DataValue, 7.125, -2.2752000000000003E-11, 3.7519E-07, 3.7519E-07, 2.2752000000000003E-11, 1.3199999999999996E-07
DataValue, 7.25, 6.3124E-11, 3.9231E-07, 3.9231E-07, 6.3124E-11, 1.3107999999999998E-07
DataValue, 7.375, 1.726E-11, 4.0796E-07, 4.0796E-07, 1.726E-11, 1.298E-07
DataValue, 7.5, -6.7308000000000007E-11, 4.2476E-07, 4.2476E-07, 6.7308000000000007E-11, 1.3448000000000002E-07
DataValue, 7.625, 2.766E-12, 4.4158E-07, 4.4158E-07, 2.766E-12, 1.3387999999999998E-07
DataValue, 7.75, 7.4570000000000007E-11, 4.5823E-07, 4.5823E-07, 7.4570000000000007E-11, 1.3067999999999995E-07
DataValue, 7.875, -8.034E-12, 4.7425E-07, 4.7425E-07, 8.034E-12, 1.2640000000000018E-07
DataValue, 8, -6.6684E-11, 4.8983E-07, 4.8983E-07, 6.6684E-11, 1.3375999999999984E-07
DataValue, 8.125, 2.1192E-11, 5.0769E-07, 5.0769E-07, 2.1192E-11, 1.3755999999999992E-07
